OutreachAttempts,InitialContact,Title,SpendRatio,DealSize,LeadSource,ExistingCustomer,Region,CampaignMix,OppStatus
5,Yes,Other,0.13,9300,Internet,No,Europe,None,no
4,No,Manager,0.37,13100,Other,No,Europe,Traditional,no
6,Yes,Executive,0.58,14400,Walkin,No,Australia,None,no
2,Yes,Manager,0.34,13400,Phone,No,Europe,None,no
5,Yes,Manager,0.49,12200,Other,Yes,Europe,None,no
5,No,Manager,0.22,12400,Internet,Yes,Europe,None,no
3,No,Other,0.25,15200,Internet,Yes,SE Asia,Traditional|Trial,no
3,Yes,Executive,0.57,12700,Phone,No,Europe,None,no
5,No,Other,0.45,10800,Internet,No,Americas,Digital,no
4,Yes,Executive,0.39,7900,Walkin,Yes,SE Asia,None,no
7,No,Other,0.26,9200,Internet,No,Australia,None,no
6,Yes,Manager,0.49,6700,Internet,Yes,Americas,None,no
5,Yes,Manager,0.32,11300,Internet,Yes,Americas,None,no
7,No,Manager,0.35,10500,Internet,No,Australia,None,no
6,Yes,Manager,0.61,8500,Internet,Yes,Europe,None,no
6,No,Executive,0.58,13300,Internet,No,Europe,None,no
3,No,Other,0.5,6900,Other,Yes,Europe,Digital|Traditional|Trial,no
5,No,Other,0.62,6600,Internet,Yes,Europe,None,no
4,Yes,Other,0.3,8300,Walkin,No,Americas,None,no
2,Yes,Manager,0.44,11000,Phone,Yes,Americas,None,no
5,No,Manager,0.25,9900,Other,Yes,Europe,None,no
6,Yes,Executive,0.2,13300,Internet,No,Europe,None,no
5,No,Other,0.23,12500,Walkin,Yes,Europe,None,no
3,Yes,Manager,0.52,6800,Internet,Yes,Europe,None,no
6,No,Executive,0.6,8700,Other,No,Americas,None,no
5,Yes,Manager,0.6,6400,Internet,No,Australia,None,no
4,Yes,Executive,0.14,14300,Walkin,No,Australia,None,no
7,No,Executive,0.14,12400,Other,No,SE Asia,None,no
7,Yes,Manager,0.35,6800,Phone,No,Europe,None,no
9,No,Manager,0.17,8100,Walkin,No,Europe,None,no
4,No,Manager,0.23,8300,Internet,Yes,Europe,None,no
5,No,Manager,0.5,12200,Internet,Yes,Europe,Digital,no
2,Yes,Manager,0.43,14000,Other,No,SE Asia,None,no
6,Yes,Other,0.58,14900,Internet,Yes,Americas,None,no
8,Yes,Executive,0.6,6800,Internet,No,Europe,None,no
4,No,Executive,0.61,8000,Internet,No,Europe,None,no
7,No,Manager,0.32,8600,Phone,Yes,Europe,None,no
3,Yes,Manager,0.21,9800,Internet,No,Australia,None,no
5,No,Manager,0.45,15600,Walkin,Yes,Australia,None,no
9,No,Manager,0.39,12800,Internet,No,Europe,None,no
3,No,Manager,0.32,11200,Other,Yes,Americas,None,no
2,No,Executive,0.62,6200,Other,No,SE Asia,None,no
9,No,Other,0.38,11000,Walkin,Yes,Australia,None,no
4,No,Manager,0.41,12600,Walkin,Yes,Europe,None,no
8,No,Manager,0.46,6200,Other,Yes,Other,None,no
4,No,Executive,0.38,11300,Walkin,Yes,Australia,None,no
6,No,Other,0.51,13200,Internet,No,Australia,None,no
6,No,Executive,0.23,13200,Phone,Yes,Australia,None,no
7,No,Manager,0.53,10700,Internet,Yes,Australia,Digital|Traditional|Trial,no
7,Yes,Manager,0.54,8500,Other,Yes,Europe,None,no
9,No,Other,0.12,13600,Other,No,Australia,None,no
2,No,Manager,0.34,6100,Other,No,Europe,Digital|Trial,no
7,No,Manager,0.2,15200,Walkin,Yes,SE Asia,Digital|Trial,no
8,No,Manager,0.3,11600,Internet,No,Other,None,no
6,Yes,Executive,0.57,9500,Walkin,No,Other,None,no
3,No,Manager,0.18,15400,Walkin,No,Australia,None,no
4,No,Other,0.4,14600,Other,No,Europe,None,no
8,Yes,Manager,0.56,7100,Phone,No,Europe,Digital|Trial,no
4,Yes,Executive,0.28,10900,Other,No,Europe,None,no
9,No,Manager,0.59,11500,Other,No,Americas,None,no
4,No,Manager,0.35,12700,Internet,Yes,Europe,None,no
2,Yes,Other,0.2,8700,Walkin,Yes,Americas,None,no
7,No,Other,0.52,14500,Internet,No,Americas,None,no
6,Yes,Other,0.16,13800,Internet,Yes,SE Asia,None,no
8,No,Other,0.34,16000,Walkin,No,Australia,None,no
2,Yes,Manager,0.15,6500,Walkin,No,Other,Traditional|Trial,no
2,No,Manager,0.37,15700,Internet,No,Europe,None,no
9,Yes,Executive,0.62,14000,Phone,Yes,Americas,None,no
2,Yes,Manager,0.52,14100,Other,No,Europe,None,no
5,No,Executive,0.53,13400,Walkin,No,Europe,None,no
9,No,Manager,0.33,15200,Walkin,No,Europe,None,no
2,Yes,Manager,0.39,7200,Internet,No,SE Asia,None,no
5,No,Manager,0.44,7500,Other,No,SE Asia,None,no
6,No,Executive,0.27,7700,Phone,No,Americas,None,no
2,Yes,Manager,0.59,10200,Other,No,SE Asia,None,no
6,No,Manager,0.34,9200,Phone,Yes,Europe,None,no
6,No,Executive,0.2,14200,Internet,Yes,Europe,None,no
9,Yes,Manager,0.45,7400,Other,No,Europe,None,no
2,No,Manager,0.35,14600,Phone,Yes,Other,None,no
4,Yes,Executive,0.53,12900,Phone,Yes,SE Asia,None,no
6,No,Other,0.3,12000,Internet,No,SE Asia,None,no
4,No,Manager,0.2,11400,Internet,No,Other,None,no
7,No,Other,0.26,12200,Phone,Yes,Other,None,no
7,Yes,Manager,0.35,7100,Walkin,No,Americas,None,no
7,No,Manager,0.48,16000,Phone,No,Europe,None,no
9,Yes,Other,0.24,11100,Walkin,No,Europe,None,no
8,Yes,Manager,0.19,7500,Internet,No,Americas,Digital|Traditional,no
9,No,Executive,0.53,11000,Phone,No,Australia,None,no
3,No,Manager,0.12,15700,Internet,No,Australia,None,no
3,No,Manager,0.57,9400,Internet,No,Europe,None,no
3,Yes,Other,0.49,6100,Other,Yes,Americas,None,no
7,No,Manager,0.12,10400,Other,No,Australia,Traditional,no
3,No,Manager,0.27,6300,Walkin,Yes,Europe,None,no
4,No,Other,0.37,6500,Phone,No,Other,None,no
2,No,Other,0.13,12400,Phone,Yes,Americas,None,no
4,Yes,Executive,0.14,8500,Other,No,SE Asia,None,no
9,No,Manager,0.45,9700,Other,No,Other,None,no
6,No,Executive,0.17,11300,Internet,No,Americas,None,no
4,Yes,Manager,0.17,6200,Internet,No,SE Asia,None,no
2,Yes,Other,0.41,15700,Internet,Yes,Australia,None,no
3,No,Executive,0.59,9900,Phone,No,Australia,None,no
8,Yes,Executive,0.18,10200,Internet,No,Americas,None,no
4,No,Other,0.5,13400,Other,No,Australia,None,no
5,Yes,Executive,0.17,13900,Other,No,Other,None,no
3,No,Executive,0.31,12300,Walkin,Yes,Other,None,no
7,Yes,Executive,0.62,12200,Walkin,No,Europe,None,no
8,No,Other,0.36,14100,Walkin,Yes,Australia,None,no
4,No,Other,0.61,13800,Other,Yes,Europe,None,no
2,Yes,Manager,0.26,7200,Internet,No,Australia,None,no
4,Yes,Other,0.49,15100,Other,No,Europe,None,no
2,No,Executive,0.16,15600,Internet,No,Other,None,no
2,No,Other,0.59,8800,Internet,Yes,Europe,Traditional|Trial,no
5,No,Executive,0.35,14900,Phone,Yes,Other,None,no
3,Yes,Executive,0.21,14100,Walkin,No,Australia,None,no
4,No,Other,0.34,10300,Walkin,No,Australia,None,no
3,No,Manager,0.33,12400,Phone,Yes,Americas,None,no
2,No,Executive,0.61,7500,Walkin,Yes,Australia,Digital|Traditional|Trial,no
2,No,Executive,0.25,10000,Internet,No,Other,None,no
3,Yes,Manager,0.59,10100,Walkin,No,SE Asia,None,no
2,No,Executive,0.12,13000,Internet,No,Americas,None,no
5,No,Executive,0.23,10400,Other,Yes,Other,None,no
9,Yes,Other,0.25,12900,Internet,No,Americas,None,no
6,Yes,Manager,0.49,6500,Phone,No,Americas,None,no
3,No,Executive,0.42,13100,Other,Yes,SE Asia,None,no
7,Yes,Executive,0.32,9800,Phone,No,Americas,None,no
2,No,Other,0.31,7000,Internet,No,Europe,None,no
2,Yes,Executive,0.38,10400,Other,Yes,Other,None,no
9,Yes,Executive,0.5,14500,Internet,No,SE Asia,None,no
8,No,Manager,0.2,11300,Internet,Yes,Europe,None,no
8,Yes,Other,0.19,16000,Walkin,No,Americas,None,no
9,Yes,Manager,0.42,11700,Internet,No,Europe,Digital|Traditional,no
4,No,Manager,0.59,15500,Other,Yes,Americas,None,no
8,No,Other,0.61,14900,Internet,No,SE Asia,None,no
5,No,Executive,0.53,10900,Internet,No,SE Asia,None,no
4,Yes,Manager,0.25,12100,Walkin,No,Americas,None,no
9,Yes,Manager,0.18,10000,Internet,Yes,Americas,Digital|Traditional,no
9,No,Executive,0.49,9900,Walkin,Yes,Europe,None,no
2,Yes,Executive,0.27,6100,Phone,No,Europe,None,no
7,No,Manager,0.48,6400,Internet,No,Europe,Traditional|Trial,no
2,No,Manager,0.61,7500,Walkin,No,Europe,Digital|Trial,no
4,No,Manager,0.29,8600,Internet,No,Europe,None,no
9,No,Executive,0.62,8100,Internet,No,Australia,None,no
2,No,Other,0.27,6100,Internet,Yes,Americas,None,no
4,Yes,Executive,0.19,11300,Walkin,No,Europe,None,no
9,Yes,Manager,0.39,13600,Internet,No,Americas,None,no
6,No,Other,0.26,9800,Other,No,Australia,None,no
3,Yes,Manager,0.57,9800,Internet,No,Americas,None,no
8,No,Executive,0.6,10600,Other,Yes,Europe,None,no
7,Yes,Executive,0.58,15700,Walkin,Yes,Americas,None,no
3,Yes,Other,0.56,10500,Internet,No,Europe,None,no
3,No,Manager,0.32,12700,Internet,Yes,SE Asia,None,no
2,Yes,Manager,0.28,14700,Other,No,Other,None,no
3,Yes,Other,0.38,15600,Internet,No,SE Asia,None,no
3,No,Other,0.34,10300,Other,No,Americas,None,no
3,Yes,Manager,0.6,12300,Internet,Yes,Australia,None,no
4,Yes,Other,0.28,9700,Internet,Yes,Other,Digital,no
2,No,Executive,0.58,7500,Internet,No,SE Asia,None,no
9,Yes,Executive,0.17,14600,Internet,No,Americas,Traditional,no
7,No,Manager,0.25,8800,Other,Yes,Americas,None,no
3,Yes,Executive,0.61,12700,Internet,No,Americas,None,no
2,No,Executive,0.3,6100,Internet,No,Americas,None,no
3,Yes,Other,0.32,15200,Phone,No,Other,None,no
8,No,Manager,0.4,7500,Other,Yes,Other,None,no
9,No,Other,0.44,11900,Phone,Yes,SE Asia,None,no
2,No,Other,0.53,13300,Phone,No,Australia,None,no
3,No,Executive,0.55,12000,Internet,No,Australia,None,no
8,No,Manager,0.27,10000,Internet,Yes,Europe,None,no
7,No,Executive,0.53,7100,Walkin,No,SE Asia,None,no
2,Yes,Manager,0.18,15100,Phone,No,Americas,None,no
8,Yes,Manager,0.2,8900,Internet,No,Australia,Traditional,no
2,No,Manager,0.3,10500,Internet,No,Europe,None,no
8,Yes,Executive,0.34,7800,Internet,No,Americas,None,no
2,Yes,Manager,0.24,15700,Internet,Yes,SE Asia,None,no
5,No,Manager,0.56,6400,Phone,No,Other,None,no
3,No,Manager,0.37,14800,Other,Yes,Europe,None,no
6,No,Executive,0.25,12100,Internet,No,Australia,None,no
8,No,Manager,0.41,14900,Internet,No,Americas,None,no
2,Yes,Other,0.14,7000,Other,No,Australia,None,no
5,No,Manager,0.19,7300,Internet,Yes,Europe,None,no
4,Yes,Executive,0.14,15900,Walkin,Yes,Australia,None,no
9,No,Manager,0.29,14400,Walkin,Yes,Americas,None,no
9,No,Manager,0.19,13500,Internet,Yes,Australia,None,no
2,No,Manager,0.32,11800,Other,No,Europe,None,no
8,Yes,Manager,0.46,14600,Walkin,Yes,SE Asia,Trial,no
2,No,Other,0.26,10600,Internet,Yes,SE Asia,None,no
7,Yes,Executive,0.6,11400,Walkin,No,Europe,None,no
7,No,Executive,0.5,12600,Internet,No,Europe,None,no
6,No,Manager,0.12,6500,Phone,Yes,SE Asia,None,no
4,No,Executive,0.46,12600,Internet,No,Other,Digital|Trial,no
7,Yes,Manager,0.22,11400,Internet,Yes,Europe,Traditional,no
7,No,Executive,0.34,13100,Internet,Yes,SE Asia,None,no
9,Yes,Manager,0.13,10300,Phone,No,Europe,None,no
6,Yes,Executive,0.58,15500,Phone,No,SE Asia,None,no
2,Yes,Other,0.48,9500,Walkin,Yes,Other,Digital|Traditional,no
2,Yes,Executive,0.15,13100,Phone,Yes,Australia,Digital|Traditional|Trial,no
7,No,Other,0.24,11600,Walkin,No,Other,None,no
4,No,Other,0.45,15100,Internet,No,Australia,None,no
7,No,Manager,0.6,8300,Internet,Yes,Europe,Traditional|Trial,no
7,No,Other,0.31,7200,Phone,No,Australia,None,no
9,No,Executive,0.2,13700,Walkin,No,Other,None,no
6,No,Executive,0.53,12000,Internet,No,Americas,None,no
8,Yes,Executive,0.21,7800,Other,No,Americas,None,no
6,Yes,Other,0.13,8900,Internet,Yes,Americas,Trial,no
8,Yes,Manager,0.52,6300,Phone,No,Australia,None,no
7,No,Manager,0.56,8600,Walkin,No,Australia,None,no
2,No,Manager,0.62,6900,Internet,No,Other,None,no
4,No,Executive,0.3,15200,Phone,No,SE Asia,None,no
2,Yes,Executive,0.57,12600,Internet,No,Australia,None,no
8,No,Executive,0.45,10400,Other,No,SE Asia,None,no
3,Yes,Executive,0.38,7800,Internet,No,Other,None,no
4,No,Executive,0.62,6800,Walkin,Yes,Australia,None,no
4,No,Other,0.57,13900,Internet,No,Americas,None,no
6,Yes,Manager,0.22,9100,Phone,No,SE Asia,None,no
9,Yes,Executive,0.23,6300,Internet,Yes,Other,None,no
3,No,Executive,0.14,8000,Internet,Yes,Europe,None,no
9,Yes,Executive,0.38,8400,Walkin,Yes,Australia,None,no
8,No,Manager,0.39,11000,Internet,Yes,SE Asia,None,no
8,No,Manager,0.53,9500,Internet,No,Europe,None,no
3,Yes,Other,0.21,7000,Other,No,Other,None,no
4,No,Executive,0.39,13000,Internet,No,Australia,None,no
8,No,Executive,0.52,12400,Phone,Yes,Europe,None,no
5,No,Executive,0.29,9300,Phone,Yes,Americas,None,no
9,Yes,Other,0.14,9800,Phone,Yes,SE Asia,None,no
6,No,Executive,0.32,15400,Phone,No,SE Asia,None,no
3,No,Manager,0.17,12400,Internet,No,Australia,None,no
3,No,Manager,0.27,11500,Internet,Yes,Americas,Digital|Traditional|Trial,no
5,No,Executive,0.36,11600,Walkin,Yes,Europe,None,no
8,No,Manager,0.59,11500,Other,No,Australia,None,no
4,No,Executive,0.4,14100,Internet,No,Other,Digital,no
9,No,Executive,0.39,13600,Walkin,Yes,Australia,Digital,no
3,No,Executive,0.46,14500,Internet,No,SE Asia,Traditional|Trial,no
5,No,Manager,0.48,8400,Internet,No,Australia,Trial,no
7,No,Manager,0.42,7300,Internet,No,Americas,None,no
3,Yes,Manager,0.45,6000,Internet,Yes,Americas,None,no
8,No,Executive,0.18,12700,Other,Yes,Other,None,no
6,Yes,Executive,0.28,15000,Internet,No,Europe,None,no
9,No,Other,0.48,12300,Phone,No,Australia,None,no
4,No,Manager,0.45,13000,Walkin,No,Australia,None,no
6,No,Executive,0.14,15800,Walkin,No,Americas,None,no
4,No,Executive,0.32,15600,Internet,Yes,Americas,None,no
5,No,Executive,0.22,9000,Phone,No,Americas,None,no
6,No,Manager,0.14,15500,Phone,No,Europe,None,no
7,Yes,Executive,0.23,10400,Walkin,Yes,Australia,None,no
6,Yes,Executive,0.56,10900,Phone,Yes,Americas,None,no
7,No,Manager,0.49,14400,Other,No,Europe,None,no
4,Yes,Manager,0.26,6700,Phone,No,Europe,None,no
3,No,Manager,0.29,14200,Other,No,Other,None,no
7,No,Manager,0.41,13600,Walkin,Yes,Americas,None,no
2,No,Other,0.6,10700,Internet,No,Americas,None,no
8,No,Manager,0.41,6900,Internet,No,Other,None,no
5,No,Other,0.45,13900,Internet,No,Other,None,no
9,No,Executive,0.61,9000,Internet,No,Other,None,no
9,No,Executive,0.27,9200,Walkin,No,Europe,None,no
9,No,Manager,0.6,8500,Internet,No,Europe,Digital,no
3,No,Manager,0.35,12600,Walkin,Yes,Australia,None,no
6,No,Executive,0.42,13800,Walkin,Yes,Americas,Traditional,no
9,Yes,Other,0.35,8300,Other,Yes,Americas,None,no
2,No,Executive,0.6,9600,Other,Yes,Americas,None,no
3,No,Manager,0.21,9000,Phone,No,Australia,None,no
4,No,Manager,0.4,12200,Walkin,No,Other,Digital|Traditional,no
9,Yes,Manager,0.6,9600,Internet,Yes,Europe,None,no
7,No,Other,0.25,7300,Walkin,Yes,Other,None,no
9,No,Other,0.12,12700,Walkin,No,Europe,None,no
6,Yes,Manager,0.31,15800,Internet,Yes,Australia,None,no
5,Yes,Manager,0.29,13900,Phone,Yes,SE Asia,None,no
9,No,Executive,0.44,9400,Walkin,Yes,SE Asia,None,no
3,No,Manager,0.6,11200,Walkin,Yes,Europe,None,no
7,Yes,Executive,0.39,13500,Other,No,Europe,None,no
4,Yes,Manager,0.28,12800,Phone,Yes,Europe,None,no
6,Yes,Other,0.26,6000,Internet,No,Australia,None,no
5,Yes,Executive,0.36,13400,Internet,Yes,Australia,None,no
2,Yes,Executive,0.57,14200,Internet,Yes,SE Asia,None,no
4,Yes,Manager,0.23,15500,Walkin,No,Other,None,no
9,No,Other,0.53,6700,Internet,No,Europe,None,no
6,Yes,Other,0.61,12800,Internet,No,Europe,None,no
3,No,Other,0.22,14600,Phone,No,Australia,None,no
3,No,Executive,0.54,15300,Other,No,Other,None,no
4,No,Other,0.16,7400,Internet,No,Americas,None,no
7,Yes,Executive,0.22,11900,Other,Yes,Australia,None,no
9,Yes,Other,0.41,10300,Walkin,No,SE Asia,Digital|Traditional|Trial,no
8,No,Other,0.12,6200,Walkin,Yes,Australia,None,no
8,No,Other,0.46,10100,Other,No,Australia,Digital,no
6,No,Manager,0.41,15300,Other,No,Americas,None,no
6,No,Manager,0.54,12800,Walkin,No,Americas,None,no
9,No,Manager,0.32,12100,Internet,Yes,Other,Trial,no
8,No,Manager,0.35,12400,Internet,No,Australia,None,no
2,No,Manager,0.37,8900,Internet,No,Europe,None,no
7,No,Other,0.5,12700,Walkin,Yes,Australia,Trial,no
8,Yes,Executive,0.36,9300,Internet,No,SE Asia,None,no
3,No,Other,0.39,9400,Walkin,No,Americas,None,no
3,No,Other,0.17,9600,Internet,No,Europe,None,no
9,No,Other,0.6,9400,Other,No,Americas,None,no
6,Yes,Executive,0.32,6000,Phone,No,Europe,None,no
5,Yes,Executive,0.51,8900,Phone,No,Other,Traditional,no
3,No,Manager,0.15,12500,Internet,No,Europe,None,no
5,No,Executive,0.25,10900,Walkin,No,Europe,None,no
6,Yes,Executive,0.5,14300,Internet,No,SE Asia,None,no
5,No,Executive,0.24,13000,Walkin,No,Europe,None,no
5,Yes,Executive,0.31,15500,Internet,No,Americas,None,no
3,No,Other,0.4,8600,Internet,Yes,Other,None,no
9,Yes,Other,0.46,6500,Phone,Yes,Australia,None,no
3,Yes,Executive,0.58,6800,Walkin,Yes,Europe,None,no
4,Yes,Executive,0.31,8600,Internet,No,Americas,None,no
8,No,Manager,0.24,8600,Internet,No,Australia,None,no
7,No,Other,0.15,13800,Internet,No,Europe,None,no
4,Yes,Executive,0.25,10400,Internet,Yes,Australia,None,no
2,Yes,Executive,0.51,8400,Phone,Yes,Americas,Trial,no
2,No,Other,0.2,9700,Walkin,Yes,SE Asia,None,no
7,No,Other,0.3,8700,Walkin,Yes,Europe,Trial,no
9,Yes,Executive,0.54,14000,Walkin,No,Australia,None,no
7,No,Manager,0.52,7600,Phone,No,SE Asia,None,no
7,No,Executive,0.34,8900,Internet,Yes,SE Asia,None,no
9,No,Manager,0.54,11300,Other,Yes,SE Asia,None,no
9,Yes,Other,0.5,10100,Internet,No,SE Asia,None,no
3,Yes,Executive,0.47,15700,Walkin,No,Australia,None,no
4,Yes,Other,0.18,6100,Other,No,Australia,None,no
9,No,Manager,0.45,8000,Other,No,Other,Traditional|Trial,no
6,No,Executive,0.48,11400,Phone,Yes,Other,None,no
6,Yes,Manager,0.39,12100,Internet,Yes,SE Asia,None,no
7,No,Manager,0.41,11600,Phone,No,Other,None,no
9,No,Manager,0.48,10900,Other,No,Americas,None,no
5,Yes,Other,0.26,8800,Phone,No,Australia,None,no
7,Yes,Executive,0.23,11700,Phone,No,Americas,None,no
2,No,Other,0.13,8500,Internet,Yes,Europe,None,no
6,Yes,Other,0.22,15200,Walkin,No,Other,None,no
9,No,Executive,0.37,15900,Walkin,No,Europe,None,no
8,Yes,Manager,0.34,6200,Internet,No,Other,Digital|Traditional|Trial,no
2,No,Manager,0.12,12100,Phone,No,Americas,None,no
6,No,Other,0.56,14500,Internet,Yes,Europe,None,no
4,No,Executive,0.6,13200,Phone,No,Americas,None,no
2,No,Manager,0.47,8000,Internet,Yes,SE Asia,None,no
4,Yes,Other,0.13,13100,Walkin,Yes,Australia,None,no
4,No,Manager,0.47,12600,Internet,Yes,Australia,None,no
8,No,Executive,0.28,14100,Other,Yes,Europe,None,no
6,Yes,Executive,0.44,11200,Other,Yes,Australia,None,no
3,Yes,Other,0.21,10800,Walkin,Yes,Europe,Traditional,no
5,Yes,Manager,0.49,15000,Internet,Yes,Australia,None,no
2,No,Manager,0.51,14500,Phone,No,Europe,Traditional,no
2,No,Executive,0.31,7600,Other,Yes,Australia,Digital|Traditional|Trial,no
2,Yes,Manager,0.35,14100,Internet,Yes,Europe,Traditional|Trial,no
9,No,Manager,0.41,14100,Phone,No,Europe,None,no
6,No,Other,0.24,8500,Internet,No,Europe,None,no
5,No,Other,0.27,13300,Internet,No,SE Asia,None,no
7,Yes,Manager,0.44,13700,Internet,No,Europe,None,no
4,Yes,Manager,0.37,15900,Internet,No,Americas,None,no
8,No,Manager,0.35,6600,Phone,No,Europe,None,no
5,Yes,Manager,0.54,12200,Internet,Yes,SE Asia,None,no
6,No,Manager,0.37,9300,Internet,No,SE Asia,None,no
6,No,Executive,0.22,13600,Internet,Yes,Americas,Digital|Traditional,no
4,No,Executive,0.19,9800,Phone,No,Other,None,no
7,No,Manager,0.19,6400,Other,Yes,Europe,None,no
4,Yes,Manager,0.39,15600,Walkin,No,Europe,None,no
5,No,Other,0.19,15700,Internet,Yes,Americas,None,no
8,Yes,Manager,0.32,12000,Phone,No,Americas,None,no
2,Yes,Manager,0.61,7100,Internet,Yes,SE Asia,None,no
4,No,Executive,0.31,9500,Phone,No,Other,None,no
2,No,Manager,0.26,11700,Internet,Yes,Americas,None,no
7,No,Executive,0.51,11800,Phone,Yes,SE Asia,None,no
2,Yes,Other,0.4,15300,Other,Yes,Americas,None,no
4,No,Executive,0.25,8100,Walkin,Yes,Europe,None,no
8,No,Executive,0.31,7300,Walkin,No,Australia,None,no
2,No,Manager,0.33,14200,Internet,Yes,SE Asia,None,no
3,No,Manager,0.43,16000,Internet,Yes,Americas,Digital|Traditional,no
3,Yes,Other,0.46,7900,Other,No,Europe,None,no
7,Yes,Manager,0.48,13000,Other,No,Australia,None,no
7,No,Other,0.16,14800,Phone,Yes,Other,None,no
8,Yes,Manager,0.53,9500,Internet,No,Australia,None,no
2,Yes,Manager,0.61,11700,Internet,Yes,SE Asia,None,no
3,No,Other,0.35,9600,Walkin,No,Australia,None,no
9,No,Other,0.45,13200,Phone,Yes,Australia,None,no
9,No,Other,0.28,15100,Other,No,Europe,None,no
5,Yes,Executive,0.52,13800,Walkin,Yes,Australia,None,no
6,No,Manager,0.52,9700,Phone,Yes,Americas,None,no
8,No,Executive,0.35,6800,Phone,No,Europe,None,no
3,No,Executive,0.59,7300,Walkin,No,Other,None,no
5,No,Executive,0.12,12500,Other,No,Americas,None,no
3,No,Other,0.51,10700,Walkin,No,SE Asia,None,no
5,No,Executive,0.31,12100,Other,Yes,Other,None,no
8,Yes,Other,0.42,12800,Phone,No,SE Asia,Digital|Trial,no
9,No,Other,0.43,6900,Walkin,No,SE Asia,None,no
4,No,Executive,0.62,7100,Internet,Yes,Europe,None,no
7,Yes,Executive,0.15,14300,Other,No,Americas,Digital|Traditional|Trial,no
2,No,Other,0.21,9800,Internet,No,Europe,None,no
5,No,Other,0.55,16000,Internet,No,Australia,None,no
8,No,Other,0.14,9100,Walkin,Yes,Australia,None,no
4,Yes,Manager,0.61,6300,Phone,No,Australia,None,no
2,No,Manager,0.12,6700,Other,Yes,SE Asia,None,no
8,No,Other,0.51,11900,Phone,No,Europe,None,no
5,Yes,Executive,0.23,12300,Walkin,No,Americas,None,no
5,No,Executive,0.16,13400,Phone,No,Europe,None,no
7,Yes,Executive,0.47,15500,Internet,Yes,Americas,None,no
8,No,Other,0.58,12300,Internet,Yes,Americas,None,no
8,Yes,Executive,0.28,9500,Internet,No,SE Asia,None,no
3,Yes,Manager,0.34,12300,Other,No,Other,None,no
7,No,Executive,0.28,14600,Walkin,No,Other,None,no
4,Yes,Executive,0.31,14300,Internet,Yes,Americas,None,no
9,No,Manager,0.48,13300,Phone,No,Australia,None,no
2,Yes,Other,0.15,15500,Walkin,Yes,Australia,None,no
4,No,Other,0.33,9000,Other,No,Americas,None,no
4,Yes,Executive,0.49,15700,Phone,Yes,SE Asia,None,no
2,Yes,Other,0.45,7700,Internet,Yes,Europe,None,no
3,No,Executive,0.22,12200,Internet,No,Americas,None,no
7,Yes,Executive,0.35,6000,Internet,Yes,Australia,None,no
2,Yes,Manager,0.3,15300,Other,Yes,Other,None,no
9,Yes,Manager,0.35,11900,Internet,Yes,Europe,None,no
7,Yes,Executive,0.13,8700,Phone,No,SE Asia,None,no
4,Yes,Manager,0.61,14500,Internet,No,Australia,Trial,no
6,No,Manager,0.27,8000,Phone,No,SE Asia,Trial,no
7,No,Executive,0.51,11500,Internet,Yes,SE Asia,None,no
4,No,Executive,0.23,15800,Other,No,Australia,None,no
4,No,Other,0.18,12600,Other,Yes,Europe,Trial,no
3,Yes,Other,0.23,14200,Internet,No,Other,None,no
2,Yes,Executive,0.21,6600,Other,Yes,SE Asia,None,no
7,Yes,Manager,0.41,9800,Internet,No,Australia,None,no
5,Yes,Executive,0.27,6800,Phone,No,Europe,None,no
6,Yes,Manager,0.5,9200,Internet,Yes,Europe,None,no
7,Yes,Other,0.49,15100,Other,No,SE Asia,None,no
6,No,Manager,0.32,7500,Internet,No,Europe,None,no
2,No,Executive,0.61,13800,Other,Yes,Other,None,no
3,No,Manager,0.15,6700,Other,No,Other,None,no
2,No,Executive,0.2,9500,Other,No,Americas,None,no
5,Yes,Executive,0.16,11000,Internet,Yes,Europe,Traditional,no
3,No,Other,0.41,6500,Internet,No,Australia,None,no
3,Yes,Other,0.39,7600,Other,No,Americas,None,no
5,Yes,Executive,0.26,8900,Walkin,No,Other,None,no
5,No,Executive,0.36,12600,Phone,No,Europe,None,no
6,No,Manager,0.47,12700,Internet,Yes,Other,None,no
4,Yes,Executive,0.38,11500,Other,No,SE Asia,None,no
8,Yes,Other,0.46,14700,Internet,Yes,Europe,None,no
5,Yes,Executive,0.58,8000,Internet,No,Europe,None,no
2,No,Executive,0.61,11400,Phone,No,Europe,None,no
7,No,Other,0.29,15600,Walkin,Yes,Australia,Digital|Trial,no
4,Yes,Manager,0.51,8800,Internet,Yes,Australia,None,no
7,No,Other,0.25,15200,Walkin,Yes,Americas,Digital|Traditional,no
7,No,Executive,0.37,6500,Internet,No,SE Asia,None,no
4,No,Other,0.21,8300,Internet,No,Americas,None,no
7,No,Manager,0.48,11100,Internet,No,Other,None,no
4,No,Executive,0.32,6900,Phone,Yes,Europe,None,no
7,No,Manager,0.56,10400,Phone,No,Australia,None,no
4,Yes,Manager,0.44,11900,Internet,No,Europe,None,no
7,Yes,Manager,0.35,6200,Internet,No,Australia,None,no
9,No,Manager,0.51,12700,Internet,Yes,Europe,None,no
6,Yes,Executive,0.59,13400,Phone,Yes,Australia,None,no
5,No,Manager,0.19,12100,Internet,No,Australia,None,no
4,No,Executive,0.49,14900,Other,Yes,Europe,None,no
4,No,Other,0.47,6900,Walkin,No,Other,None,no
